500 250000
131 379 45
199 37 906
87 75 668
150 65 51
303 112 242
424 426 162
327 274 28
162 301 147
194 15 623
417 87 562
118 494 954
474 199 969
105 331 85
179 43 25
222 266 853
266 473 713
101 185 435
414 48 6
165 477 608
420 43 204
367 267 242
144 436 911
398 165 121
497 430 704
234 47 271
65 264 126
221 495 309
438 424 708
242 451 884
63 463 771
13 481 530
174 443 93
63 74 828
72 15 298
23 273 174
34 154 0
117 296 817
151 254 204
135 493 443
7 184 323
296 176 303
35 239 836
128 392 685
270 362 994
226 137 424
190 329 641
176 124 223
330 88 438
306 120 615
230 372 186
382 375 892
77 199 385
206 227 644
28 465 647
16 333 203
402 87 719
406 211 699
172 233 884
466 444 930
77 385 216
431 232 104
376 80 105
260 88 467
267 440 181
478 74 782
89 126 854
482 388 109
475 332 68
387 318 49
154 202 890
162 142 575
115 165 603
390 193 336
285 415 912
481 95 844
219 364 84
340 168 378
352 32 693
315 452 100
130 99 166
76 363 201
29 37 154
247 205 772
32 209 942
339 310 528
420 113 295
133 138 145
176 43 539
54 215 616
134 194 994
482 313 104
126 419 387
211 51 733
46 65 644
91 435 664
190 139 959
184 280 133
413 432 765
377 54 127
157 289 889
365 301 398
2 49 91
131 330 409
240 492 617
259 138 896
432 237 583
443 26 533
116 45 377
498 368 201
392 403 666
277 196 885
85 491 38
63 338 875
61 96 589
9 24 571
173 66 321
222 453 813
369 52 468
465 266 729
288 364 900
408 169 868
125 10 111
265 435 983
228 370 196
493 121 27
137 228 884
319 94 773
176 125 96
47 50 242
416 159 523
489 479 507
350 210 490
134 133 703
309 34 945
42 265 497
328 464 297
166 337 811
309 274 202
71 301 823
344 117 19
396 494 625
30 371 794
342 283 87
330 433 247
69 278 971
451 238 683
395 271 351
29 60 603
439 447 397
492 65 452
99 241 262
229 405 948
22 460 341
261 80 443
344 442 686
143 109 291
99 91 172
496 198 155
249 284 692
493 182 97
372 25 504
35 341 692
407 421 626
330 39 558
88 499 872
411 285 252
453 227 377
54 84 313
67 191 264
112 270 178
229 319 308
429 489 315
120 460 109
298 214 397
110 458 517
410 339 407
392 230 26
415 156 460
139 334 352
347 304 295
191 88 222
32 330 567
162 20 144
153 408 216
153 403 124
140 193 752
68 161 652
178 117 128
433 210 285
293 172 981
409 212 519
78 16 299
138 87 896
74 220 355
12 156 777
28 132 738
409 206 509
88 202 702
136 274 785
208 487 634
160 42 324
402 474 41
368 7 791
262 159 97
260 25 423
262 18 560
9 455 999
337 470 169
173 424 783
367 199 662
398 56 640
34 95 297
214 323 711
101 48 620
278 265 951
291 206 276
40 431 183
418 10 156
277 441 126
297 150 324
80 158 102
28 426 21
269 82 391
228 215 156
357 469 406
26 370 635
21 135 778
16 405 233
90 483 168
283 266 280
209 53 698
106 189 996
267 131 57
117 434 39
268 407 865
87 21 190
4 440 951
122 127 98
1 56 516
484 261 691
123 144 465
111 300 351
202 199 719
32 159 497
334 71 756
436 415 382
289 157 384
84 227 670
402 359 805
252 248 951
475 332 991
132 298 682
371 447 307
346 171 623
204 406 20
10 6 491
457 239 341
333 74 248
271 418 12
444 178 706
13 403 58
364 38 809
232 83 943
401 228 383
266 114 787
158 450 433
22 343 21
26 459 804
126 128 526
373 413 767
117 330 743
278 374 290
497 129 158
305 25 462
141 393 287
451 281 872
445 379 324
463 90 309
332 245 549
350 278 542
126 348 546
451 25 611
289 49 117
417 356 670
4 313 283
27 123 750
375 401 247
478 452 474
454 459 670
139 374 489
76 420 221
128 152 177
320 487 351
252 194 685
477 359 988
296 245 923
405 130 575
121 90 972
125 197 130
191 112 273
116 497 772
176 333 203
395 470 829
198 426 574
443 70 76
229 495 540
100 315 10
213 382 299
351 488 126
240 107 957
276 393 625
360 207 118
321 52 864
378 277 922
143 34 959
382 21 631
334 186 705
361 476 453
233 490 540
115 217 465
169 205 856
13 151 804
166 336 26
347 379 692
164 16 228
16 432 256
240 432 136
319 444 130
67 152 228
89 124 989
285 49 62
296 175 173
372 227 797
226 310 418
137 310 443
334 28 152
257 165 759
448 131 601
382 110 589
301 177 459
61 320 632
484 270 343
224 252 302
418 366 260
417 363 889
478 211 832
393 345 123
484 81 44
499 44 406
366 495 436
452 101 711
320 199 177
206 109 966
482 175 300
432 291 210
8 329 162
307 21 147
318 237 690
486 263 107
76 78 972
144 284 422
216 370 99
277 136 411
117 238 485
304 100 314
435 108 985
42 414 575
127 227 252
201 69 268
246 26 689
278 468 223
450 376 262
422 262 143
426 445 410
214 279 799
56 447 193
494 107 236
67 38 380
249 260 392
381 276 471
402 127 793
319 146 913
138 244 202
18 124 289
417 321 819
250 20 687
287 479 705
208 373 977
211 155 978
439 487 109
214 42 37
261 138 943
393 18 524
459 195 830
133 285 822
240 299 139
51 4 213
346 207 293
267 193 358
291 317 402
39 320 72
176 461 911
109 472 403
301 373 501
242 178 678
356 231 942
429 495 145
304 22 590
202 183 728
104 271 716
105 159 316
469 358 209
207 6 285
451 431 19
32 398 771
201 176 66
170 70 148
16 374 144
54 433 371
159 499 686
50 334 535
473 106 163
129 347 877
149 148 793
315 263 724
443 228 860
438 188 83
215 216 98
452 45 249
116 296 792
254 92 236
282 113 313
136 458 702
139 431 412
24 155 265
316 458 26
29 487 812
156 429 55
297 80 343
138 460 431
466 162 866
110 275 370
107 161 339
207 442 115
221 403 193
90 5 870
464 73 780
298 333 639
166 234 482
496 24 74
205 468 944
28 394 807
108 461 878
402 251 456
486 228 294
91 347 523
370 49 981
44 123 329
229 394 12
26 91 96
428 337 798
212 141 235
396 48 679
346 38 63
215 102 649
72 246 596
347 105 438
364 42 922
381 24 896
126 376 539
224 412 960
461 40 516
405 180 189
296 387 885
165 499 91
3 370 341
141 145 639
219 220 603
43 24 326
280 394 748
356 300 573
104 65 922
363 355 800
494 309 652
352 465 913
281 42 527
252 389 688
101 260 856
281 58 574
431 148 704
176 7 583
369 241 816
282 290 893
464 436 445
394 360 3
80 317 908
133 214 963
334 263 681
98 241 369
462 350 984
284 37 648
355 370 252
26 261 641
307 259 590
280 443 331
499 253 849
202 93 970
153 35 841
455 135 587
462 190 136
89 294 842
260 325 715
12 47 251
372 446 458
50 212 928
312 165 158
92 306 313
123 217 447
340 148 226
60 360 546
463 170 98
224 277 915
177 123 113
400 106 235
417 285 778
138 332 60
317 470 124
293 12 745
177 190 674
117 448 52
433 102 207
102 335 710
461 179 670
24 339 698
202 493 388
169 437 553
268 75 553
351 183 153
128 32 246
454 247 220
129 440 921
200 446 570
370 149 725
291 176 36
389 141 766
199 217 683
13 495 424
425 227 802
100 449 285
35 283 242
412 103 702
40 279 684
454 389 532
264 162 755
23 137 915
91 196 970
459 462 615
385 273 18
37 55 744
372 242 504
345 17 97
348 409 945
235 59 284
154 112 989
423 492 76
268 130 985
248 470 817
426 358 86
436 68 644
416 302 524
283 71 960
213 61 453
179 495 453
435 299 1
424 370 74
356 358 660
409 492 769
36 380 498
389 326 940
28 86 341
246 378 878
400 464 507
370 60 111
5 464 256
75 110 446
93 290 256
399 128 136
469 409 858
142 283 979
79 252 20
449 216 347
216 81 118
5 300 717
381 8 513
225 155 767
287 343 308
216 403 917
32 2 564
378 368 35
398 329 741
433 453 834
218 167 109
275 388 524
258 486 796
248 4 875
127 197 539
288 47 176
167 40 117
413 256 511
334 229 283
356 240 522
478 389 541
60 331 939
317 283 563
252 194 252
434 288 482
345 125 743
385 331 383
467 85 518
150 210 773
203 372 278
370 114 216
88 485 130
425 246 815
211 325 708
356 74 941
168 139 638
45 126 971
302 367 385
164 449 547
114 159 812
54 28 579
8 293 508
203 395 841
49 55 44
235 228 400
316 249 170
214 158 10
275 234 243
46 461 883
63 414 572
53 387 373
71 318 258
61 396 385
169 390 975
202 340 527
111 410 481
382 372 109
441 45 519
407 141 155
254 408 777
299 365 644
218 314 754
480 192 47
474 232 890
279 37 860
424 85 639
53 143 638
283 450 329
202 409 5
255 439 981
72 435 655
235 58 127
363 350 732
53 256 411
471 56 410
8 241 840
463 432 677
17 81 758
397 8 94
409 224 197
107 311 537
77 420 975
143 126 167
150 28 58
11 144 943
142 464 819
302 323 590
72 291 171
231 195 428
288 350 755
477 482 523
23 70 385
144 87 417
216 133 276
41 30 174
13 111 375
445 159 715
498 481 507
309 410 576
449 399 245
43 294 440
173 64 638
483 87 42
317 383 88
225 477 872
251 453 710
223 443 272
312 380 559
400 161 329
124 225 167
174 311 351
251 58 274
232 56 968
375 395 194
363 453 200
16 52 996
314 54 126
193 350 26
355 493 321
304 384 100
495 95 742
15 26 680
323 17 201
123 169 776
66 463 966
403 495 402
52 331 407
337 438 924
438 434 784
52 80 796
337 299 837
437 192 946
292 488 858
215 464 543
242 75 606
175 147 104
438 411 649
143 399 35
91 227 566
41 158 546
436 473 113
197 318 885
206 193 108
257 457 7
416 127 211
351 368 575
488 60 161
346 104 634
300 122 868
20 488 806
85 77 223
175 260 654
435 96 932
341 10 100
498 22 896
80 425 46
369 420 469
449 393 346
165 486 379
450 486 48
454 165 595
288 129 785
226 13 235
392 345 19
101 291 169
139 443 309
233 19 626
497 259 988
201 257 763
113 389 466
181 330 305
257 37 440
236 113 984
363 16 77
60 94 333
319 202 96
128 367 731
285 397 632
227 466 538
261 206 545
381 100 277
139 439 573
285 493 465
38 39 619
439 184 484
444 29 568
474 353 199
205 33 370
212 269 247
391 340 525
215 344 653
177 141 659
66 416 880
111 164 486
374 474 729
292 155 128
417 197 14
129 85 671
50 193 577
301 408 343
410 277 563
276 62 517
350 69 774
443 175 29
177 481 594
79 20 976
110 125 648
42 280 525
81 468 653
451 427 318
432 116 109
51 316 882
234 92 262
133 392 309
374 25 237
135 81 427
395 308 148
361 216 693
50 250 451
447 445 82
32 309 301
312 228 927
429 125 96
219 495 935
351 63 788
36 86 556
302 83 638
206 357 453
295 278 475
218 90 362
114 450 71
114 287 920
212 496 31
447 157 134
246 31 75
200 415 857
97 80 224
53 147 313
229 261 768
417 232 458
63 495 760
183 272 230
402 0 419
432 296 444
496 494 527
205 446 679
425 206 372
271 349 267
458 416 428
438 307 48
435 63 69
102 436 698
4 498 820
205 389 237
388 113 43
387 170 536
385 358 472
148 55 47
72 183 713
201 7 119
172 368 580
55 474 39
458 387 441
245 285 649
485 173 766
47 123 488
85 182 361
479 450 14
86 113 911
208 207 820
184 202 932
306 424 920
326 70 817
375 4 124
316 269 39
77 46 416
246 243 579
481 38 442
284 324 790
144 438 298
304 352 287
43 443 842
441 442 803
42 175 262
388 108 671
130 415 561
168 405 123
358 216 360
462 423 596
151 154 56
53 277 994
422 130 80
47 495 949
460 473 535
419 156 822
37 345 805
326 384 581
311 189 809
41 172 61
366 463 173
220 252 987
253 328 743
50 210 249
153 60 552
162 334 885
373 71 257
219 479 670
336 449 706
393 480 723
306 355 913
157 335 774
249 353 532
318 394 699
335 144 516
429 8 817
78 423 745
85 263 987
380 13 847
330 116 393
487 92 687
368 302 261
66 277 494
153 20 174
285 48 310
231 462 553
54 49 730
432 225 776
154 447 221
312 337 522
22 447 635
325 175 240
255 252 520
57 407 975
203 330 223
308 439 29
440 183 549
57 445 322
93 452 262
317 417 965
468 419 325
454 12 274
348 387 521
321 368 243
186 211 227
79 42 672
45 87 40
41 159 557
121 333 221
366 287 478
132 54 817
425 132 967
386 497 594
84 170 702
121 335 299
250 116 92
154 174 396
168 239 962
277 98 703
156 6 104
224 472 671
381 226 575
172 391 949
242 0 32
432 85 830
252 275 375
194 61 273
455 327 461
257 165 741
333 148 11
342 71 349
104 235 841
456 213 800
247 377 480
22 75 568
31 100 955
240 134 260
382 251 715
42 364 901
227 49 795
41 205 263
106 483 272
449 84 455
319 350 632
421 14 106
126 472 996
215 247 237
268 343 570
448 107 731
223 182 946
177 204 402
378 277 610
72 108 553
221 267 344
166 348 898
253 495 323
237 318 71
393 240 271
89 499 525
310 414 289
296 166 652
395 57 770
171 268 585
450 88 838
181 78 541
245 298 488
226 398 768
402 83 349
164 36 947
149 52 324
116 262 451
238 133 783
457 30 909
171 494 21
102 19 132
362 293 498
341 22 756
416 193 259
42 109 781
279 39 766
470 353 448
237 182 619
295 93 137
8 236 806
301 287 443
414 174 540
400 474 970
394 433 388
468 225 8
361 10 441
96 97 944
9 183 66
441 385 941
233 391 148
323 483 272
170 444 4
2 232 340
485 223 961
268 156 348
162 408 564
291 77 820
341 223 836
451 425 327
333 20 252
143 229 925
456 148 236
120 164 770
460 360 971
120 221 984
344 480 230
329 122 588
148 96 34
253 131 723
117 468 620
203 229 432
63 472 767
172 489 967
7 343 504
292 331 911
358 166 395
395 191 827
170 429 534
238 492 120
186 243 715
331 173 742
52 104 459
50 18 268
451 424 676
445 464 7
340 477 696
0 42 417
438 169 109
266 141 962
187 61 439
50 217 998
423 289 976
333 307 837
41 288 2
294 356 530
196 173 207
85 74 85
220 169 155
455 50 818
101 143 794
321 154 224
248 395 708
163 498 903
150 435 665
264 64 807
481 394 485
192 238 734
84 184 265
392 146 99
494 77 991
115 403 161
284 77 356
492 180 211
407 391 624
275 348 828
407 346 782
174 413 977
253 395 91
123 297 6
464 499 224
393 476 866
379 187 94
254 186 35
447 452 517
375 144 671
327 394 201
254 478 349
245 122 838
168 405 987
269 347 701
490 473 602
432 37 355
123 176 764
238 451 821
6 29 13
33 194 589
330 476 723
426 338 892
156 431 379
194 55 597
24 15 703
431 292 338
430 257 153
283 328 647
200 492 742
306 287 643
417 37 384
267 497 869
57 444 262
15 207 2
124 452 801
159 331 253
443 374 536
83 148 237
455 416 526
280 496 175
46 285 263
404 430 601
351 161 407
296 325 329
49 257 972
482 21 584
357 403 535
76 479 247
46 130 603
388 113 241
309 222 681
451 178 840
470 252 638
410 492 454
89 414 762
412 72 528
318 74 360
309 286 685
446 35 446
219 241 337
250 470 769
188 19 116
121 462 519
339 34 786
472 397 804
220 487 435
492 347 182
90 253 926
489 8 313
187 467 730
307 496 677
262 362 312
33 405 286
262 402 461
83 458 372
9 380 187
134 240 139
36 1 508
309 498 758
11 469 874
364 366 186
20 458 907
305 107 377
27 371 231
211 254 85
109 317 80
471 37 239
129 439 312
216 496 201
276 363 612
60 349 634
494 41 313
478 176 853
149 147 962
302 96 252
423 43 74
45 430 166
266 163 478
235 91 611
7 470 712
238 185 546
467 433 274
159 282 273
211 14 458
251 24 543
218 100 594
307 451 64
383 43 844
491 130 984
32 65 562
312 273 301
183 64 457
399 428 50
443 297 396
387 380 983
271 67 487
463 86 994
383 483 660
397 332 980
0 157 392
106 33 581
96 335 593
299 408 717
101 261 636
333 384 727
257 441 449
480 47 313
182 452 421
168 362 533
90 245 515
134 59 269
343 267 30
78 359 465
406 457 976
283 33 106
163 453 43
399 140 272
10 453 161
387 338 72
430 172 657
488 215 759
172 263 310
75 156 825
248 11 313
195 56 365
353 19 914
445 114 113
349 438 802
240 233 623
451 194 811
117 317 847
442 216 333
311 358 387
447 450 768
268 427 528
228 313 25
356 336 611
123 48 918
91 484 836
467 313 296
145 80 180
105 297 329
173 86 937
412 157 8
78 310 608
215 192 890
394 223 866
378 114 228
258 412 651
66 222 608
420 219 913
364 243 394
199 104 48
450 211 681
9 412 400
245 390 830
3 481 818
355 293 152
20 244 503
340 32 408
427 179 22
155 164 735
417 93 779
240 249 389
236 45 728
93 117 633
6 146 942
15 87 473
100 286 741
278 149 813
200 122 419
426 290 913
145 251 617
200 393 551
255 194 603
410 470 868
53 268 84
243 390 437
23 205 890
235 43 445
161 315 873
390 103 78
150 324 876
115 253 582
209 60 456
495 370 182
241 171 678
477 382 569
402 226 819
212 228 553
461 193 650
41 143 425
183 488 940
125 233 683
304 469 925
407 214 385
466 208 706
169 145 327
242 474 426
458 245 98
367 14 504
301 309 544
208 95 457
403 306 754
55 447 908
117 285 407
167 48 465
279 287 891
438 307 509
139 406 740
113 157 128
252 444 524
312 357 309
424 475 196
310 145 769
351 401 213
438 367 164
80 462 238
415 186 78
437 186 960
215 396 762
231 456 661
327 310 557
214 388 831
185 125 830
426 180 20
414 407 558
467 296 78
402 183 288
474 247 209
213 11 161
194 361 393
40 471 990
375 344 791
481 158 769
112 464 256
223 252 457
156 280 386
121 385 383
347 203 482
485 277 993
244 354 777
450 175 834
179 260 724
182 236 441
238 240 77
152 158 296
485 328 960
204 399 215
210 499 23
499 6 680
206 321 343
157 379 227
361 397 754
260 12 301
21 227 907
290 338 873
479 297 813
3 254 292
320 202 198
265 417 553
315 121 183
28 304 999
417 242 950
62 375 274
446 368 510
488 474 584
187 188 740
363 393 150
288 464 956
347 280 39
423 293 700
407 141 36
438 73 883
321 385 13
362 242 272
361 55 338
255 2 481
490 190 658
280 443 730
248 17 675
147 106 565
420 14 530
281 182 771
140 3 720
369 329 282
8 232 535
267 405 440
249 122 703
15 153 680
474 73 209
357 404 174
91 468 833
263 141 846
193 370 944
406 495 48
443 34 137
247 72 546
204 172 938
305 241 86
4 124 544
68 383 854
177 110 240
8 304 807
148 197 189
50 202 717
124 13 715
142 211 425
252 463 510
76 23 793
160 99 91
154 338 686
145 469 833
247 146 682
124 254 19
445 198 609
36 247 300
190 340 120
206 408 44
400 260 677
488 417 78
272 60 529
274 66 879
328 41 453
422 450 299
403 7 681
85 312 242
447 136 343
227 214 413
323 228 802
164 193 124
490 483 414
290 292 547
87 2 886
302 243 53
328 117 654
33 414 532
419 463 143
124 75 813
225 28 445
279 92 576
231 307 331
342 235 577
396 475 678
156 366 697
458 423 216
273 113 20
112 431 312
152 290 121
474 88 581
311 210 213
485 53 291
221 115 115
492 177 333
434 45 82
302 120 119
223 73 44
77 367 254
47 178 503
106 384 562
376 288 96
341 419 691
306 434 457
342 22 184
320 453 970
346 95 18
492 403 815
132 99 568
225 85 644
145 116 807
454 117 229
6 234 485
305 306 148
478 316 434
38 488 324
181 431 710
182 374 206
353 411 385
392 213 157
87 377 332
348 475 314
137 183 624
256 392 259
134 341 943
419 355 186
324 123 184
58 444 967
145 54 982
81 132 687
66 257 76
472 151 961
230 253 685
296 409 141
378 176 450
87 423 472
80 337 421
450 34 851
246 341 747
497 375 989
72 128 866
150 59 775
115 218 206
341 128 1
376 44 746
440 413 534
364 294 224
33 492 178
211 304 970
174 368 698
48 313 756
377 240 203
209 136 500
286 201 442
236 91 306
241 252 941
290 229 329
372 104 606
101 237 739
153 181 238
186 40 882
72 268 831
457 109 554
429 17 470
122 466 746
61 394 69
364 209 283
213 22 347
382 185 938
53 227 262
252 248 250
454 425 521
454 337 506
494 69 283
288 44 373
223 313 577
201 491 892
178 104 953
45 60 155
321 22 692
358 336 296
379 184 486
87 140 438
137 95 882
421 377 435
277 464 106
327 117 319
7 298 377
135 171 806
291 261 748
72 277 792
321 37 612
102 225 817
489 354 955
47 169 860
94 217 971
240 184 277
230 2 157
70 331 780
138 353 136
360 412 788
218 491 518
114 369 912
10 296 661
304 146 462
101 209 401
88 174 248
443 353 373
160 263 38
80 339 910
61 475 938
62 119 672
130 483 151
303 108 626
180 212 129
243 16 619
123 329 909
499 157 13
357 205 529
200 285 421
360 409 661
268 435 648
0 343 504
157 265 309
327 117 653
101 97 682
83 133 627
215 300 381
233 315 729
51 149 113
489 188 885
236 158 782
17 78 312
9 57 917
293 56 390
452 497 268
167 205 115
190 431 710
74 470 242
193 253 894
374 354 595
231 387 22
423 99 713
461 372 522
199 329 878
342 25 252
381 30 696
120 489 748
436 30 662
427 171 36
87 48 21
260 463 754
285 72 219
402 204 817
91 392 986
3 27 39
49 362 142
48 169 884
455 292 172
94 191 679
306 262 976
56 487 486
387 365 488
133 361 504
359 152 116
245 134 886
402 451 505
436 170 51
360 189 292
337 495 966
100 487 142
218 267 689
207 412 674
222 54 775
110 406 28
82 47 838
173 307 951
21 426 535
73 251 298
126 289 827
200 131 830
106 217 165
25 21 442
489 484 786
401 263 843
111 286 657
204 186 822
337 201 633
396 17 589
90 5 840
40 193 256
193 134 107
133 317 639
394 26 625
292 105 679
394 46 447
480 58 203
130 366 31
136 180 643
454 351 790
28 148 459
497 247 689
459 328 766
291 45 940
494 258 755
326 32 345
318 208 562
392 136 511
398 208 432
168 184 967
146 270 839
462 29 177
495 474 203
321 419 820
194 384 398
46 99 97
190 50 171
126 15 171
357 245 123
164 26 527
46 300 685
151 211 625
432 243 372
16 98 838
292 202 706
78 247 924
319 483 678
438 146 393
425 387 81
155 215 24
197 77 591
82 147 633
46 409 696
379 478 830
230 225 146
25 43 467
270 306 512
364 424 261
211 183 339
360 348 942
482 124 911
387 304 487
155 61 132
357 334 606
56 237 249
280 467 189
68 148 289
204 188 102
270 274 177
297 300 731
325 97 576
432 496 199
2 357 975
231 394 667
422 31 314
190 300 639
164 492 495
253 349 807
294 94 187
308 487 642
56 43 744
355 409 972
154 136 697
175 313 442
231 460 170
127 406 934
318 217 899
465 446 517
272 411 403
125 161 699
357 307 667
428 119 657
278 68 951
165 55 676
479 372 224
301 294 39
212 499 412
324 446 946
10 425 672
28 277 417
3 121 79
303 369 688
14 61 492
319 159 830
228 188 532
333 330 706
298 380 304
1 443 529
378 180 794
40 99 767
200 155 596
406 175 889
369 197 226
30 490 622
66 343 988
94 130 376
207 274 221
410 106 89
358 459 25
350 452 991
182 118 445
88 394 564
236 336 707
375 259 676
234 58 85
226 68 954
323 244 12
47 112 49
406 358 395
337 85 217
188 68 263
472 101 392
402 276 230
383 382 239
415 253 926
351 94 861
242 71 829
214 127 372
86 214 359
187 62 331
10 204 103
473 348 245
257 323 458
393 351 523
388 459 930
173 231 630
202 211 39
410 349 827
405 106 959
365 0 934
152 412 179
71 325 878
391 169 853
274 19 474
342 319 348
363 408 643
486 34 72
8 290 965
49 122 238
469 401 131
418 196 609
341 189 178
412 387 561
311 145 856
323 296 34
371 308 655
274 333 647
209 457 738
153 263 218
310 376 986
2 447 915
187 206 647
325 205 979
2 161 400
189 15 642
449 259 896
106 251 557
28 328 436
421 243 809
143 62 489
378 72 339
142 194 706
387 67 969
489 320 624
348 365 908
200 485 43
230 311 313
202 45 183
250 72 497
162 100 105
394 280 99
301 232 555
383 333 792
259 91 34
406 399 523
232 454 230
281 21 614
395 130 594
404 89 376
172 206 951
356 64 602
388 374 595
42 159 716
42 255 365
75 278 862
46 5 985
114 47 435
481 255 713
393 452 721
111 382 724
274 292 5
8 445 478
131 97 228
264 57 174
180 446 631
5 241 454
370 149 468
105 212 885
31 386 708
173 262 813
248 135 688
276 253 960
388 355 89
91 431 503
29 7 401
126 287 272
179 212 284
138 216 761
230 16 617
181 455 820
428 349 822
452 302 575
89 287 534
444 110 418
129 387 217
141 328 641
224 202 673
423 380 800
97 262 684
355 358 325
0 103 661
448 447 422
308 66 528
282 344 90
302 57 135
321 426 454
472 311 861
237 313 832
136 281 99
277 52 873
58 354 203
405 451 472
398 180 852
125 54 967
361 479 82
336 70 348
417 95 298
151 374 313
55 385 660
414 365 263
114 224 423
218 115 842
331 360 660
54 52 711
269 174 654
326 477 729
368 150 286
13 116 345
9 458 346
262 350 127
293 422 54
81 261 95
340 202 799
278 68 930
396 250 707
44 295 609
177 350 518
488 416 436
195 90 517
476 197 26
92 256 859
74 127 609
367 72 14
312 264 2
204 354 413
433 41 290
399 10 269
247 204 332
132 335 469
344 366 579
81 163 777
174 311 784
12 150 567
313 334 148
51 260 636
461 155 967
71 244 621
160 328 168
115 278 709
467 442 672
313 483 33
155 389 969
357 2 30
493 140 344
364 93 903
68 128 765
354 468 190
363 77 601
41 117 455
331 235 497
223 7 693
94 339 141
481 418 672
432 292 882
81 8 396
130 403 947
351 9 69
424 383 331
9 367 311
162 171 792
38 149 319
58 487 383
2 230 957
453 464 191
85 330 838
200 237 191
169 179 722
61 298 98
233 449 330
232 270 502
341 488 631
456 72 791
405 82 595
183 215 569
306 110 341
417 329 887
173 492 653
259 122 302
441 439 966
64 438 190
114 470 143
13 318 679
222 175 601
399 247 992
37 491 163
328 149 817
461 435 789
4 85 259
5 14 525
331 158 285
85 185 824
244 410 777
435 299 181
301 475 49
278 476 607
305 363 976
80 392 702
145 462 661
456 36 557
56 466 726
267 425 315
446 71 496
326 283 975
417 224 168
341 114 14
343 185 549
194 49 859
56 429 155
182 420 787
165 430 114
281 162 209
329 180 663
192 321 466
189 384 194
26 394 402
380 238 899
197 75 108
176 221 484
49 418 174
386 273 197
87 473 46
278 401 727
209 360 929
215 377 594
243 423 665
150 54 78
121 222 913
313 13 467
245 86 383
171 321 699
39 70 713
333 81 986
385 152 958
64 395 805
160 163 558
316 254 183
438 459 979
261 411 634
184 36 882
266 399 15
79 259 808
428 475 894
356 191 304
231 340 581
130 109 684
490 68 322
416 87 344
74 5 278
406 468 111
260 160 950
265 123 315
242 116 301
414 96 744
453 464 705
409 146 832
191 362 513
219 202 529
139 135 607
161 307 623
384 147 336
133 63 831
209 4 542
5 123 695
183 303 259
118 77 631
354 100 315
171 447 500
214 92 246
425 25 878
352 316 340
65 256 220
217 453 523
217 10 440
117 388 847
369 351 200
236 276 166
149 438 896
0 319 218
416 1 124
70 114 144
432 405 976
323 241 832
410 7 544
397 435 38
59 72 284
393 254 725
274 109 144
235 232 848
132 301 89
323 55 317
9 154 959
273 272 796
97 139 255
365 473 567
181 479 960
489 394 266
192 1 440
426 339 610
380 269 471
354 200 68
479 34 541
198 441 276
154 149 935
310 358 424
12 464 3
203 36 475
452 40 629
4 179 830
210 474 184
463 165 617
254 466 774
120 490 192
495 417 190
160 330 185
196 127 5
259 387 756
239 223 987
72 214 911
165 366 32
71 287 96
134 309 872
148 341 614
324 209 277
216 136 732
182 184 235
349 163 217
287 334 409
457 289 163
362 258 414
78 219 271
92 18 270
30 394 105
204 444 993
373 244 801
332 49 769
342 284 704
375 128 74
378 405 119
219 379 403
169 329 321
103 124 756
442 292 203
149 424 813
249 190 760
349 165 33
349 329 159
478 406 777
139 18 266
70 182 343
16 398 809
496 238 748
439 213 877
295 41 722
416 267 283
262 497 709
356 110 661
222 373 700
348 480 505
303 418 877
86 338 791
237 483 322
448 418 481
218 92 480
354 491 897
57 256 613
158 442 931
341 465 855
331 233 397
275 185 207
131 395 947
132 115 118
242 153 485
448 281 263
198 343 912
247 255 763
238 317 635
451 301 154
126 290 377
86 276 679
9 413 82
424 180 953
35 156 785
265 152 920
268 269 491
332 33 358
69 26 93
9 367 709
237 65 613
105 272 490
399 81 210
213 411 893
367 448 109
292 356 193
16 461 645
254 34 173
377 481 517
243 196 679
409 169 575
228 127 626
263 48 220
159 456 72
375 189 388
72 27 403
67 43 170
280 400 470
312 324 942
435 399 639
112 274 856
325 304 781
144 419 7
207 388 257
218 477 364
103 394 912
70 270 433
3 497 583
127 370 871
329 5 685
282 248 601
114 28 919
399 224 837
222 451 662
364 41 976
496 280 420
470 127 404
477 101 406
405 162 526
314 394 139
420 209 122
41 26 361
364 250 458
117 382 793
120 332 445
11 272 482
173 498 746
96 15 933
487 250 979
35 349 347
415 235 324
367 123 597
99 128 415
376 258 614
458 323 97
366 112 477
53 262 32
277 214 699
71 378 961
267 157 407
154 280 856
148 39 241
48 183 605
208 195 109
212 215 278
168 52 790
384 225 944
110 245 279
75 492 425
359 46 660
393 261 653
463 71 406
413 110 28
459 329 163
186 113 444
422 381 883
105 69 793
250 270 966
410 144 319
436 76 475
334 266 830
98 357 594
171 214 52
110 74 470
7 321 172
302 297 866
332 388 217
143 400 487
205 1 734
54 467 226
306 290 280
331 470 126
4 154 657
84 358 59
477 443 861
416 399 682
130 64 203
232 446 219
454 250 85
71 226 112
447 342 496
498 300 183
312 417 154
324 127 212
420 267 37
442 221 590
20 345 748
401 425 642
422 499 820
316 189 778
450 404 808
488 367 457
86 233 145
417 223 295
117 190 799
163 166 212
245 176 932
359 313 24
73 62 710
356 317 293
202 377 642
205 258 198
65 433 506
430 417 686
383 62 684
267 227 386
499 326 689
238 93 117
423 318 445
433 72 883
366 489 332
11 73 283
114 285 298
209 133 174
34 308 153
140 452 982
