100 10000
91 68 25
84 65 4
44 61 77
20 40 76
58 78 44
42 39 94
56 32 49
60 10 67
19 53 63
9 44 96
59 91 32
32 87 70
15 26 21
84 44 74
80 97 3
93 45 57
51 4 1
47 23 86
86 35 12
4 68 31
87 40 71
68 30 27
24 18 96
25 83 51
79 63 6
30 64 94
29 18 13
91 62 40
52 86 31
3 80 67
49 95 60
88 21 33
99 36 36
40 42 2
61 99 41
47 90 82
95 54 84
0 63 40
3 32 94
81 93 6
98 83 9
2 86 77
67 69 63
19 12 53
52 59 84
3 46 80
54 37 74
74 19 31
30 19 93
95 43 17
42 64 56
3 84 10
95 31 38
99 9 84
98 52 73
16 46 87
71 97 66
17 96 62
48 1 10
12 89 41
79 90 33
47 19 78
68 34 88
60 25 18
2 37 45
49 57 49
96 30 0
57 26 0
49 3 12
92 93 26
68 7 62
81 32 12
84 77 47
6 66 84
47 77 57
51 42 65
57 54 55
94 81 65
48 19 20
60 2 18
53 10 7
65 1 66
97 89 21
16 52 64
29 10 58
83 37 0
71 45 79
77 13 46
5 18 82
49 25 71
9 26 86
89 75 53
52 21 66
97 48 27
1 48 59
16 97 28
16 61 26
35 28 21
29 31 12
84 34 39
82 1 7
28 1 22
34 86 86
11 44 7
82 56 70
39 33 80
59 6 9
5 23 32
93 54 42
92 28 85
94 52 94
98 68 27
10 8 47
69 89 36
39 85 59
93 35 85
34 19 11
31 55 2
42 78 15
57 5 26
85 74 55
36 63 8
42 29 67
41 60 18
73 9 9
76 69 0
62 75 74
25 40 32
80 46 14
94 4 41
62 52 20
52 12 37
85 38 62
52 21 41
9 15 54
56 13 56
62 94 24
61 5 76
75 30 11
34 22 16
54 4 35
28 38 76
86 18 81
56 85 95
31 18 18
3 33 30
37 95 97
7 84 23
0 27 14
17 81 67
45 44 52
36 51 1
40 66 56
87 99 83
82 81 76
73 52 40
1 59 70
54 12 89
41 82 78
80 37 75
24 20 37
42 43 46
99 45 5
92 84 91
23 92 34
49 42 74
91 81 87
46 94 99
86 58 20
37 49 53
37 11 54
86 10 95
61 7 68
29 15 32
79 10 63
37 55 49
77 94 35
65 70 85
60 43 47
55 72 22
96 64 95
48 46 31
47 29 46
66 56 63
96 69 40
11 36 29
58 79 91
40 33 83
86 9 57
37 38 23
15 3 29
7 19 51
23 12 96
40 43 49
0 95 91
93 15 83
74 20 22
73 52 85
99 70 88
44 0 9
74 2 77
1 24 89
21 9 81
0 13 29
48 98 69
75 14 89
24 52 1
72 34 2
28 32 54
14 60 38
26 85 35
63 79 0
98 9 57
95 46 60
57 46 41
30 45 81
56 6 60
64 67 28
55 46 34
94 58 41
99 71 59
38 2 47
80 42 39
13 34 62
17 70 30
53 77 57
69 2 82
18 35 2
56 93 42
85 57 45
11 87 42
54 16 52
43 12 53
15 6 81
11 39 1
6 70 68
90 13 80
41 93 79
7 5 32
58 0 28
57 46 72
28 7 99
97 18 47
65 22 6
43 77 44
48 36 33
41 82 68
68 86 38
52 84 30
43 13 41
50 69 82
52 58 34
40 72 27
44 57 33
0 4 75
76 49 7
24 47 45
27 93 38
26 6 17
49 80 0
84 25 28
95 17 82
19 8 48
40 19 2
87 73 22
32 57 25
94 26 17
27 70 39
4 70 56
34 8 22
75 3 0
65 15 18
56 90 76
22 91 0
20 95 29
98 49 67
22 73 19
44 59 18
17 76 68
65 28 49
63 84 29
78 20 25
69 93 39
13 44 74
70 86 50
70 71 55
66 27 47
6 98 54
92 4 21
81 22 18
6 89 4
51 52 60
33 7 42
50 30 34
55 86 61
97 72 6
53 45 19
80 86 98
50 41 8
54 68 31
66 91 49
24 90 46
3 43 36
31 15 39
93 28 95
95 71 25
74 44 54
74 33 91
43 98 66
33 51 43
63 17 96
96 37 0
12 89 30
3 74 90
90 24 27
66 10 71
55 31 88
31 29 64
94 42 27
58 11 19
32 55 42
44 14 45
30 36 59
13 87 73
2 20 46
7 59 81
4 47 36
82 47 61
15 56 33
7 90 60
73 57 79
86 21 51
21 76 0
26 56 45
83 15 7
34 38 11
47 51 27
98 71 24
72 87 59
36 78 37
62 90 22
94 16 63
28 83 97
2 30 61
18 19 78
75 59 33
23 41 66
1 2 65
64 13 32
57 6 54
49 57 10
84 23 61
53 70 88
87 96 66
22 14 50
88 12 39
21 47 17
56 50 73
52 60 31
47 31 75
35 9 60
37 66 50
48 51 85
8 75 21
25 67 23
41 22 55
61 21 28
32 18 47
54 51 66
79 11 3
95 5 35
37 43 96
73 69 20
13 62 98
8 40 42
58 23 77
62 52 37
64 50 70
21 63 95
4 84 16
87 62 57
9 68 23
95 70 94
62 55 85
90 18 59
77 39 58
49 97 38
44 8 78
28 40 53
54 99 69
7 28 87
8 37 73
70 67 9
20 16 83
38 35 37
49 19 5
38 33 46
33 62 21
53 86 33
87 66 65
55 45 51
87 38 96
52 19 75
14 44 33
47 64 54
52 19 15
47 99 51
67 59 88
92 48 40
20 39 90
88 32 94
65 92 48
54 53 73
51 14 87
6 4 41
28 83 0
68 18 1
46 87 77
2 20 76
71 35 26
41 20 40
82 53 86
41 31 66
46 71 35
52 88 49
35 36 51
43 80 24
7 23 4
19 59 44
20 19 97
90 32 89
79 47 57
71 53 88
69 3 44
12 7 56
95 51 33
95 85 16
24 80 48
94 77 17
1 40 90
49 68 17
67 99 79
59 42 12
70 15 96
23 80 24
77 76 76
33 42 90
42 39 68
9 56 26
39 86 90
91 1 1
26 74 28
40 38 0
13 53 62
48 63 30
56 18 98
35 48 18
97 60 14
36 44 84
67 1 77
27 29 68
39 12 39
33 51 38
93 74 63
40 10 95
24 57 95
34 30 10
55 61 40
0 1 1
54 16 70
63 87 93
28 48 21
40 11 51
71 3 19
36 21 67
92 82 92
7 95 17
44 43 31
77 87 96
51 92 4
32 22 70
44 16 92
34 24 59
48 13 79
76 71 31
71 42 75
27 97 36
81 19 72
36 91 13
88 40 7
81 77 41
73 26 51
60 57 90
71 15 77
86 51 92
36 74 35
50 37 28
88 92 86
72 14 12
36 7 95
97 25 48
84 94 7
35 92 22
27 21 21
55 62 12
54 45 1
71 69 55
46 36 3
41 58 72
46 79 19
78 39 66
5 58 32
2 28 87
48 44 21
25 85 46
63 85 49
46 19 8
51 24 82
14 99 48
73 38 74
69 55 64
45 59 16
91 61 52
26 60 94
42 18 42
34 99 69
8 18 87
54 50 94
53 30 64
57 19 74
71 5 38
9 16 85
90 27 42
4 1 38
81 60 25
14 48 49
77 57 61
2 94 84
51 98 60
53 20 7
80 14 13
40 12 91
91 11 46
76 2 41
0 27 97
43 96 43
81 97 91
58 35 68
52 21 71
93 27 48
98 33 62
76 19 70
74 59 62
29 86 21
0 43 95
33 88 60
20 39 14
58 17 65
92 70 83
71 35 41
61 85 49
36 58 54
10 5 79
32 91 66
78 23 37
11 20 15
60 94 21
5 38 44
77 95 82
50 34 78
87 95 2
41 86 6
40 44 19
48 90 25
75 51 76
35 77 19
31 79 7
8 6 70
5 35 32
38 80 62
67 40 62
65 1 71
78 89 63
90 9 58
41 24 12
83 75 14
49 55 93
10 54 75
51 64 92
27 91 95
94 85 20
44 37 60
54 21 52
86 11 28
78 63 44
9 55 74
55 10 63
1 68 97
38 97 31
96 43 60
96 1 4
8 61 95
9 87 95
43 85 59
92 95 47
3 70 32
28 87 75
9 62 74
21 34 30
57 65 7
98 51 38
99 4 53
8 21 34
45 33 80
95 21 41
54 85 11
28 20 52
75 60 27
42 70 62
82 87 86
46 80 70
1 49 7
40 93 35
80 76 97
96 62 0
4 20 31
67 89 79
64 82 5
56 25 7
62 48 66
8 3 38
80 62 96
36 85 76
68 41 34
97 19 19
2 34 37
55 37 70
80 26 43
8 87 62
81 89 15
50 31 87
71 47 32
77 75 61
26 20 0
82 59 4
5 67 43
45 80 48
59 87 96
95 50 96
70 31 41
5 84 49
44 37 51
7 14 21
28 51 82
47 15 58
78 59 86
12 11 46
17 72 51
77 15 7
84 55 87
46 16 3
70 27 92
29 41 48
42 28 46
30 80 34
66 54 94
88 6 79
77 37 41
83 67 25
98 0 11
28 85 7
3 56 9
66 62 8
67 19 30
38 10 91
61 1 1
70 2 43
1 40 29
67 49 34
27 52 98
76 19 56
56 17 46
1 2 56
20 62 56
84 41 21
97 46 96
3 30 94
61 16 13
37 94 23
90 23 19
97 79 18
19 7 95
82 38 37
84 3 63
45 28 47
11 50 6
74 33 45
19 26 98
49 8 63
81 94 29
59 62 96
42 65 51
41 74 18
58 41 41
4 13 20
0 34 19
71 12 63
85 72 33
90 10 49
53 20 43
61 22 88
15 39 81
55 84 38
75 91 27
35 56 3
35 39 85
57 21 40
93 15 53
22 87 79
19 14 24
55 36 81
10 86 47
73 27 62
89 27 84
12 99 31
21 89 47
3 54 72
7 25 66
5 41 41
65 87 32
2 37 73
50 2 28
1 72 65
32 84 30
36 47 6
51 94 35
33 68 38
10 95 29
55 70 74
11 35 11
1 45 27
68 56 38
33 48 35
27 25 23
43 38 33
67 28 98
56 45 8
85 2 11
60 77 92
47 11 99
70 95 21
50 57 32
87 49 63
11 6 62
32 95 73
17 90 39
87 5 48
82 35 98
68 13 26
30 87 30
99 4 4
70 76 45
38 57 11
69 22 52
35 8 93
45 16 75
94 43 86
19 85 36
90 81 27
8 67 21
86 43 29
29 6 59
78 99 93
87 73 23
36 47 7
60 34 56
39 64 5
24 85 6
95 94 77
85 95 37
76 30 97
23 42 15
60 82 78
47 10 36
47 93 39
2 56 93
71 48 25
25 98 49
74 76 8
98 41 88
13 33 72
96 80 19
3 59 18
37 25 69
50 19 44
91 93 7
3 67 45
90 70 74
78 66 78
51 7 4
91 61 24
42 88 32
34 50 18
30 54 26
52 75 54
14 1 73
51 19 69
34 45 27
79 0 13
91 29 11
91 5 29
21 75 81
76 94 43
79 28 93
39 54 41
82 5 40
33 49 61
73 52 52
53 34 24
16 47 1
16 82 51
65 85 21
48 44 41
53 63 84
39 27 31
33 66 38
45 22 3
96 33 80
61 6 50
58 20 80
63 81 76
28 85 44
8 18 42
65 36 13
58 25 45
7 47 35
25 17 77
36 27 82
79 57 2
11 70 30
22 79 44
81 85 0
17 38 79
46 52 32
78 48 57
19 26 0
79 63 34
19 61 23
90 36 18
11 58 59
68 81 68
2 12 15
44 42 78
63 30 90
8 71 49
75 19 2
66 30 55
76 60 90
98 59 1
47 7 57
5 36 43
42 53 14
9 3 50
72 84 89
57 11 25
87 40 82
84 14 10
11 47 68
77 40 67
6 96 21
37 80 59
50 75 29
85 26 78
28 62 8
95 61 19
45 13 12
80 85 23
12 61 56
98 19 38
61 36 34
68 49 71
71 65 60
81 79 9
89 48 39
85 76 83
11 18 58
65 63 79
75 94 70
97 40 37
57 49 18
26 95 57
43 7 75
45 58 10
87 2 73
60 26 15
90 2 15
5 48 55
64 43 10
81 46 44
21 95 54
13 12 93
76 17 23
23 12 33
24 42 66
19 35 13
3 46 82
94 97 36
93 21 60
14 87 34
46 83 72
31 38 89
48 58 37
90 33 84
8 73 29
33 46 49
95 4 62
7 62 59
43 0 22
76 56 54
25 73 95
29 97 24
99 60 63
53 78 10
83 59 25
55 35 29
26 14 8
33 70 51
97 16 85
44 90 9
62 0 34
51 67 4
78 48 7
33 56 27
92 47 84
89 7 95
96 69 96
47 96 87
56 81 5
56 72 72
29 53 12
59 19 31
19 76 13
78 47 1
34 26 21
16 79 56
10 58 35
45 20 85
84 63 99
34 11 90
22 34 93
12 33 86
17 14 3
55 78 6
10 82 46
44 85 49
45 57 74
77 26 93
62 40 50
99 18 47
56 64 65
45 59 16
66 41 56
29 96 57
15 35 5
21 25 16
93 85 69
49 15 70
51 69 14
96 71 3
81 20 3
41 32 1
61 41 82
23 89 34
39 73 63
19 20 83
32 37 40
61 14 7
76 2 74
57 10 24
48 63 74
52 33 53
56 64 84
66 28 29
71 91 55
23 3 40
59 40 57
91 24 56
42 2 12
44 64 87
76 82 89
32 62 55
66 56 57
84 37 13
15 85 2
77 11 59
46 52 78
85 51 35
25 48 17
68 98 13
61 18 64
64 61 82
85 64 92
63 81 3
64 39 35
6 78 92
2 38 35
44 2 50
37 31 26
9 11 0
12 0 95
27 84 31
6 47 66
14 21 86
47 31 43
48 98 26
14 12 96
85 17 47
48 78 48
1 15 99
91 78 37
52 94 23
22 36 22
8 33 19
66 0 26
11 0 84
30 37 71
10 61 98
1 8 6
39 99 47
3 8 3
86 42 52
36 42 71
36 25 55
21 6 1
95 30 94
99 7 69
60 68 5
64 37 10
91 37 81
6 75 87
4 81 2
81 35 90
44 83 32
98 87 40
55 85 52
0 33 57
32 77 26
13 62 9
60 3 29
26 29 23
99 5 47
29 68 85
91 33 12
72 24 18
40 80 21
82 67 72
96 82 92
28 38 1
84 9 89
20 71 3
50 12 58
23 73 46
85 27 13
71 63 69
62 77 75
88 2 6
20 58 89
28 92 7
62 29 14
86 79 63
34 22 98
27 52 69
91 56 2
20 37 22
38 46 40
40 89 8
41 84 6
46 85 55
46 65 2
23 3 50
52 56 17
68 38 66
68 32 69
92 15 65
55 31 64
65 88 10
0 66 53
78 17 23
44 31 28
92 66 98
62 21 8
46 21 37
29 51 86
96 80 17
27 29 29
44 73 75
33 18 11
12 8 39
18 65 1
45 2 1
1 30 35
76 50 81
98 73 51
83 30 91
5 65 99
51 47 38
96 10 73
29 26 80
90 60 82
17 74 30
43 94 70
40 37 24
0 33 83
10 88 32
74 12 51
73 63 50
90 24 27
6 5 13
80 87 99
87 25 29
5 33 85
63 70 83
72 75 38
56 81 53
60 62 70
83 9 24
1 37 99
65 47 98
53 63 38
91 20 69
92 1 71
96 56 48
60 25 72
59 54 45
40 1 83
24 34 31
31 74 10
68 1 55
27 92 45
93 59 29
18 37 60
95 64 74
68 89 27
33 98 48
49 57 11
6 66 86
81 41 7
13 76 27
30 31 67
53 51 42
41 18 61
27 50 12
14 6 92
83 87 5
73 8 83
68 0 55
53 7 67
40 72 35
73 10 27
97 26 95
72 60 5
72 6 87
59 98 77
76 15 11
56 32 36
33 73 51
26 74 48
88 51 36
31 29 41
7 9 80
68 77 67
19 63 70
14 83 63
50 94 38
14 23 30
83 64 41
20 44 10
68 3 16
43 17 87
4 6 31
36 27 54
48 90 89
63 82 32
46 79 95
19 7 38
63 10 82
87 11 11
90 91 79
97 49 8
98 78 58
86 89 74
99 0 8
19 38 56
49 15 17
4 16 29
10 68 88
1 50 40
84 9 10
11 57 89
9 78 40
33 27 45
4 45 64
75 51 76
76 55 72
13 74 36
55 56 91
51 7 74
40 99 86
37 74 62
21 52 8
0 74 57
48 55 82
14 74 19
66 35 36
13 7 96
88 35 97
69 39 99
86 74 15
98 91 65
60 37 1
9 82 69
9 94 53
99 87 38
9 15 45
61 8 14
67 50 31
38 43 5
83 86 43
30 65 59
27 56 21
34 25 0
15 73 19
26 62 77
73 15 55
40 89 26
99 0 45
61 32 66
38 8 84
62 54 12
94 43 79
51 16 40
72 45 75
54 46 1
72 81 27
93 82 11
48 21 27
98 72 77
56 2 38
90 78 43
69 86 7
45 99 12
70 9 93
16 54 30
22 13 76
7 73 29
58 2 20
65 64 77
74 48 86
74 43 35
7 11 76
40 28 37
16 11 87
97 45 60
30 69 64
45 27 31
5 73 7
61 77 76
61 13 79
46 62 99
3 47 3
85 26 6
49 67 19
35 32 83
48 4 46
39 33 20
0 31 84
9 39 30
29 45 93
47 25 25
22 43 87
2 13 65
65 72 69
16 40 20
63 30 60
28 5 8
0 54 74
92 12 39
25 40 68
99 22 31
70 93 94
43 94 84
45 11 38
62 71 77
79 29 77
12 39 79
29 37 54
77 32 15
87 7 44
91 96 58
34 20 0
70 73 33
70 97 18
56 60 42
78 8 18
49 77 84
87 53 97
76 82 74
54 11 5
5 53 12
32 96 13
66 67 55
69 19 58
96 27 69
55 25 54
77 74 14
53 5 35
19 54 42
36 57 61
82 63 48
22 55 90
73 75 50
2 11 85
13 87 67
9 75 37
23 17 42
13 34 60
61 74 22
42 37 7
11 18 97
29 8 55
44 81 45
56 46 92
1 59 26
61 71 76
20 3 39
19 3 13
23 93 64
65 63 74
95 28 61
58 87 47
19 43 1
31 27 64
37 65 75
92 28 15
53 33 22
90 84 69
70 7 50
8 99 87
71 49 94
90 42 75
48 43 10
61 0 8
78 88 85
19 97 31
32 31 67
82 91 77
83 0 24
11 42 76
41 39 61
56 71 89
62 89 52
20 21 32
78 99 28
6 70 58
57 45 33
51 94 75
26 23 16
28 36 46
97 68 53
89 70 25
36 96 9
25 61 22
81 5 21
85 3 49
2 78 72
96 68 10
43 57 57
89 77 99
70 43 58
21 97 61
52 88 21
95 81 32
64 12 76
93 3 35
12 35 5
7 95 51
56 28 38
41 97 28
69 57 87
79 1 40
63 95 56
85 28 2
87 68 81
22 81 93
52 14 67
68 8 69
36 49 99
9 71 87
17 86 80
11 45 16
98 46 61
65 67 60
89 35 93
99 81 8
93 80 91
48 46 66
57 84 81
86 66 49
0 78 89
36 27 46
12 96 56
8 49 16
20 79 43
81 17 83
67 17 85
26 7 15
8 23 37
34 40 10
55 70 6
80 23 0
43 54 50
2 32 10
35 81 13
66 52 74
48 38 20
14 0 0
42 84 53
41 97 23
23 20 8
7 9 67
55 43 64
19 42 94
86 31 96
93 85 30
11 80 48
36 37 19
11 95 62
82 83 68
43 42 56
64 77 56
38 46 95
59 64 11
20 59 55
24 98 0
89 28 73
41 9 43
32 4 86
11 60 29
35 47 23
74 81 58
87 2 94
69 10 77
92 11 58
31 36 38
81 53 62
36 31 10
41 48 34
55 19 57
54 29 85
12 92 61
32 26 23
46 76 28
43 21 53
20 18 11
65 2 8
86 84 84
76 48 10
28 36 46
62 91 63
6 70 16
30 10 48
25 50 95
86 28 44
53 6 20
47 70 58
55 83 89
49 68 89
21 4 62
57 61 47
82 96 97
91 36 82
56 40 77
27 12 86
0 21 76
72 64 76
8 51 22
22 12 68
19 4 64
78 65 85
9 15 83
12 74 22
84 52 53
36 44 59
45 36 51
53 40 15
5 38 59
50 4 89
82 18 77
93 94 89
87 7 67
14 75 95
98 56 93
45 53 17
97 42 32
0 63 43
7 38 94
40 93 99
6 71 76
1 41 80
80 55 12
67 14 54
35 7 85
10 17 5
48 42 61
71 7 11
0 3 16
94 10 32
74 3 55
59 10 62
5 28 15
5 73 70
28 24 23
31 12 41
95 61 79
17 60 72
36 40 14
73 71 5
3 89 90
60 0 75
46 31 31
58 63 90
75 14 94
34 27 92
32 96 33
3 21 60
42 55 55
64 94 49
67 5 86
24 65 78
49 3 45
6 93 25
12 94 48
80 42 24
23 24 55
9 43 91
73 67 5
76 11 40
29 13 86
32 52 54
31 82 95
83 98 20
93 50 84
32 90 68
50 26 20
96 50 66
96 14 38
86 37 4
80 44 41
47 48 22
63 23 63
28 40 79
70 17 0
65 29 56
28 87 59
11 6 4
43 62 46
91 13 20
99 56 23
80 3 69
87 47 7
95 49 37
25 97 69
39 67 5
6 56 83
40 67 99
20 88 71
53 36 67
61 0 57
62 66 8
70 12 73
74 99 73
97 25 32
74 24 24
65 56 48
19 53 99
94 46 42
9 53 72
60 2 84
28 60 22
94 36 72
50 59 65
5 29 47
19 35 48
46 59 98
38 19 71
10 59 1
16 69 22
86 87 8
19 13 13
68 50 50
58 34 48
48 9 70
12 35 5
19 96 77
0 38 78
45 65 11
60 84 39
8 71 2
50 12 48
93 94 77
36 16 51
58 20 44
30 52 22
24 52 35
73 78 99
81 7 52
44 52 91
77 97 5
53 40 11
63 74 96
88 24 25
99 5 23
6 42 77
26 49 52
41 34 87
61 73 47
75 94 72
67 24 51
62 51 92
62 40 73
68 44 12
44 89 26
14 87 69
53 98 61
42 57 51
7 92 16
18 64 76
3 28 71
48 0 31
47 24 88
41 48 72
40 81 48
0 73 59
9 11 29
29 64 20
12 8 75
94 21 16
14 43 27
38 54 37
42 86 62
70 63 66
5 87 61
99 45 37
42 80 56
67 98 9
16 26 9
16 72 84
54 70 39
36 48 78
12 1 66
97 27 25
27 32 29
63 60 0
17 82 90
59 67 94
3 94 15
32 55 56
7 92 66
42 71 58
13 51 13
64 16 70
48 86 16
89 74 82
42 87 50
59 83 55
74 79 73
56 96 48
67 80 32
87 83 4
99 19 29
58 91 63
24 23 13
85 24 54
33 14 90
92 82 60
5 11 44
88 24 25
57 22 14
8 82 90
41 54 28
67 61 90
72 53 36
64 95 90
47 90 71
36 1 97
37 32 12
67 96 85
13 52 82
3 4 86
45 48 38
66 17 88
76 9 96
84 87 36
34 30 72
69 73 63
14 10 88
55 12 68
61 5 62
84 58 83
51 80 11
52 37 34
35 52 44
97 37 55
42 53 50
18 63 54
76 39 68
12 51 88
21 28 41
36 83 14
26 23 61
92 39 89
32 6 46
80 83 26
59 74 55
34 69 46
51 61 50
15 5 37
77 1 4
31 93 5
72 45 29
55 63 87
8 12 46
47 29 8
11 89 78
48 47 50
49 15 29
80 32 51
67 48 66
75 87 2
64 23 0
88 2 89
25 5 72
26 93 74
54 27 11
0 36 63
30 86 51
24 13 8
70 42 65
25 9 48
9 11 42
25 17 36
42 63 38
19 14 26
80 92 16
37 47 33
57 71 53
37 82 91
59 46 65
93 81 29
34 29 69
1 9 13
5 74 5
90 14 68
49 75 69
5 76 78
23 54 81
13 89 41
39 23 21
3 63 66
4 48 55
30 48 10
63 6 76
72 50 19
46 72 33
57 79 21
34 39 52
71 8 35
87 29 23
12 2 26
4 38 63
82 48 27
30 45 1
61 80 73
92 30 21
41 89 6
54 44 20
34 78 68
42 46 18
45 95 87
66 73 20
81 54 14
9 44 97
51 67 59
22 34 57
70 84 48
40 67 95
71 36 72
78 31 31
73 18 64
50 21 91
86 33 7
75 25 8
53 30 4
74 4 24
4 29 53
48 25 88
86 0 21
92 61 22
40 22 9
97 85 67
32 22 8
23 31 46
72 58 60
44 53 78
49 86 2
23 74 47
17 74 69
41 80 42
92 85 23
49 3 5
43 70 70
77 53 79
79 58 91
69 8 72
97 79 57
28 79 56
42 63 36
96 60 33
95 29 27
87 69 42
24 4 19
36 67 56
35 42 53
5 61 70
16 72 98
51 59 1
89 28 57
16 32 95
43 52 85
21 37 37
57 28 95
23 77 84
19 95 58
24 59 9
75 1 59
59 5 8
8 30 41
57 1 65
29 54 97
18 40 68
63 84 4
85 51 57
52 28 54
33 30 27
52 65 40
14 69 8
1 25 37
28 95 65
54 81 79
37 10 25
88 28 83
77 32 74
36 50 43
30 44 1
81 15 12
8 98 61
37 23 26
82 27 81
3 57 49
67 34 39
32 76 54
68 39 36
89 62 36
53 69 30
73 34 74
76 60 27
77 75 3
86 65 94
28 71 44
34 41 29
98 60 1
61 37 65
26 92 76
66 71 56
65 8 63
82 59 79
13 87 31
45 34 32
41 9 34
89 46 48
28 63 7
38 58 4
66 49 61
13 79 59
37 9 69
60 33 6
31 51 43
12 86 31
77 66 55
31 88 62
26 13 99
37 59 8
67 76 64
47 99 48
90 50 9
38 20 78
69 56 17
79 22 49
2 33 8
68 64 77
71 65 22
5 63 20
46 84 90
10 25 31
29 4 98
56 55 68
73 49 47
26 46 46
45 61 21
19 99 64
38 62 84
25 39 26
85 91 36
34 17 10
14 89 15
44 55 92
3 34 28
56 91 14
76 14 98
99 24 57
42 23 49
35 47 90
74 4 75
69 80 39
28 4 42
45 69 11
97 86 95
15 8 68
51 99 84
48 21 21
81 82 61
71 97 47
41 68 56
86 81 5
85 36 19
69 18 47
48 23 26
64 79 57
80 8 52
56 66 44
51 49 20
70 74 4
32 39 11
40 42 40
67 40 86
58 91 59
77 8 31
83 66 92
30 4 45
98 43 11
3 54 24
1 30 25
66 76 94
93 71 39
18 6 61
77 78 9
77 81 73
14 83 87
80 96 62
45 88 8
36 38 18
36 65 73
43 54 39
64 42 87
35 90 99
3 76 72
94 21 11
31 51 81
39 48 75
21 47 78
17 21 51
32 37 6
54 17 21
88 29 29
84 78 62
32 25 60
90 67 93
51 93 46
64 81 80
87 69 94
30 97 17
65 22 50
60 71 81
88 91 28
75 90 12
88 79 9
75 28 91
12 22 82
69 0 32
60 3 14
74 20 98
5 55 9
60 43 1
89 36 82
65 23 0
21 72 63
81 13 54
72 64 11
25 58 69
30 29 17
82 15 71
8 61 10
90 47 35
68 58 69
54 99 27
99 91 46
64 52 44
23 21 12
75 79 98
33 27 46
36 54 64
98 88 38
84 95 46
54 66 52
89 90 22
90 30 25
99 65 75
29 96 33
19 28 62
62 75 69
90 5 95
32 48 39
58 28 26
69 55 76
69 62 33
91 76 20
26 77 98
3 94 56
87 48 84
55 91 27
10 83 93
48 39 2
86 55 52
15 11 30
76 78 51
88 22 35
45 38 16
46 50 77
38 46 66
54 7 0
92 11 63
2 27 9
81 3 63
57 80 45
32 96 11
80 95 75
85 97 47
89 17 51
20 68 59
62 81 35
83 1 88
24 14 2
4 63 94
58 43 63
23 42 59
52 46 30
91 84 28
99 53 97
37 27 87
36 1 12
58 99 18
91 7 66
98 83 48
63 60 17
83 19 47
7 56 22
45 92 13
63 15 86
48 47 53
90 63 56
15 62 48
85 98 38
9 7 19
83 1 54
40 43 62
56 58 48
23 9 74
61 63 66
5 82 29
56 79 43
79 3 27
6 8 53
75 41 62
97 98 45
3 60 62
71 35 30
41 77 63
59 64 75
7 66 6
14 92 45
24 87 21
82 89 45
69 71 16
7 89 58
5 46 34
97 4 33
34 5 88
62 21 4
60 80 42
17 52 15
50 41 64
76 90 88
82 94 33
32 59 52
75 77 16
42 21 26
94 22 91
23 26 59
70 28 91
82 43 33
42 19 82
11 36 71
77 79 82
94 50 71
54 28 45
31 7 10
91 85 6
68 76 44
22 78 21
9 82 17
11 58 67
67 50 58
68 23 80
72 54 87
1 65 11
82 43 73
58 38 17
6 22 86
94 72 89
58 84 48
62 51 10
70 60 47
79 62 47
62 27 14
11 66 62
83 9 77
64 52 90
33 52 23
68 13 56
57 91 89
34 62 20
38 12 86
35 73 23
56 36 59
68 13 96
43 96 36
29 13 90
13 83 45
40 33 25
91 81 62
97 75 69
51 90 29
4 79 83
41 28 91
20 96 98
67 72 77
24 33 46
88 64 19
93 11 26
61 95 65
31 43 73
18 47 36
28 27 73
12 25 50
75 39 41
91 98 60
98 73 93
59 49 45
90 67 84
38 60 32
74 92 12
86 65 63
87 86 72
82 64 72
41 86 76
57 26 17
52 65 76
87 36 32
53 10 44
96 93 10
41 99 8
80 78 65
48 59 34
48 55 0
20 65 97
30 64 3
27 1 3
50 52 78
49 29 92
78 86 27
45 91 25
17 87 57
74 95 10
53 82 2
31 23 66
65 8 43
72 87 60
76 71 28
61 75 65
28 49 26
24 47 78
84 78 23
9 82 78
68 76 31
57 55 41
41 86 83
36 21 66
1 40 78
60 13 56
47 75 5
55 6 64
10 41 7
9 16 98
4 83 72
35 83 66
97 60 99
0 94 5
62 6 83
21 36 89
42 24 6
90 69 89
35 61 12
99 79 27
45 64 95
87 21 25
94 29 34
69 62 27
87 10 81
9 5 49
70 41 74
28 75 11
95 87 90
57 66 94
57 28 9
83 43 43
87 5 56
35 23 70
33 59 24
87 82 21
75 7 86
83 15 84
80 95 89
31 93 10
67 37 85
80 43 65
51 3 10
60 13 20
4 10 80
27 33 88
23 55 30
22 59 68
56 79 57
23 91 73
6 93 36
90 28 67
54 92 37
64 36 83
68 44 9
90 97 34
38 41 14
41 36 88
69 5 93
49 69 52
74 32 99
78 0 62
37 79 21
79 53 67
86 50 54
29 26 78
43 92 53
48 19 54
36 32 44
56 29 34
23 15 86
27 58 35
91 74 52
89 40 94
9 79 85
37 15 89
93 46 93
81 84 66
92 87 92
66 22 62
11 12 27
26 43 75
92 42 43
46 27 62
88 85 41
13 22 73
48 20 94
20 94 12
12 40 59
71 41 96
93 66 57
47 82 2
16 13 21
75 97 57
34 86 92
93 75 32
46 2 10
91 0 51
92 11 69
27 45 85
23 67 40
15 60 1
62 46 44
52 55 6
45 44 22
50 52 2
21 37 35
14 17 9
69 38 74
44 82 79
47 36 10
84 76 7
16 51 80
51 36 85
7 60 57
71 29 18
48 43 61
83 13 36
87 11 26
