800 319681
618 254 531
516 610 877
478 588 414
798 438 223
353 115 224
352 489 976
88 109 849
87 139 709
35 584 533
497 127 385
206 226 739
510 463 523
380 351 137
80 165 746
516 362 362
274 416 80
47 348 224
73 314 877
744 49 835
769 277 636
186 180 106
133 456 47
321 590 860
335 797 324
785 676 193
590 490 13
78 371 786
157 508 651
107 679 497
680 224 214
341 0 20
579 190 617
121 15 132
562 39 970
788 509 383
416 528 267
278 123 968
255 753 643
657 29 929
461 774 837
467 497 555
617 749 956
196 409 174
536 58 692
211 333 143
477 71 212
270 549 435
138 247 198
297 557 47
381 611 71
58 747 263
141 15 83
692 561 576
223 257 954
771 679 299
125 228 563
636 643 336
180 555 998
196 287 345
42 148 761
502 269 166
459 579 22
54 415 162
26 412 632
188 602 354
563 236 964
91 422 436
404 577 301
240 256 783
333 158 814
705 703 168
150 314 431
718 303 792
422 572 740
331 124 990
237 677 577
535 483 281
201 511 615
190 424 269
5 285 632
398 719 653
626 308 437
599 186 230
787 506 708
455 25 783
325 285 973
425 487 643
247 531 880
131 32 960
205 670 705
153 212 596
518 467 193
193 691 86
745 523 367
601 482 992
694 284 881
781 774 934
258 73 990
352 615 539
354 356 682
109 375 662
374 432 182
19 538 518
500 509 555
117 189 966
342 744 97
271 468 706
501 511 507
312 684 135
535 125 823
732 540 432
383 530 534
599 149 172
362 256 514
776 241 753
641 564 804
412 318 940
11 658 989
616 475 381
697 621 92
707 227 518
313 99 366
464 505 600
723 142 322
698 618 551
670 585 100
573 99 370
211 298 851
760 122 188
431 157 40
245 564 887
10 310 466
769 34 620
43 477 311
760 145 201
273 139 261
645 104 710
570 688 164
123 431 906
246 322 592
726 635 609
395 51 646
429 241 906
743 114 192
112 273 163
102 26 621
475 691 89
782 504 690
133 569 7
658 249 448
224 739 875
29 280 598
520 789 404
515 529 679
192 134 207
217 723 526
529 218 234
649 595 999
223 579 831
298 401 499
330 93 684
8 583 539
460 734 510
464 672 357
574 248 883
456 387 782
23 562 557
8 676 737
586 342 596
711 52 29
339 750 267
234 768 375
757 117 753
694 279 405
415 658 748
108 217 237
246 328 658
195 18 208
775 677 830
181 272 596
382 124 607
269 12 642
113 65 968
528 663 286
684 771 531
629 730 726
360 191 420
538 3 946
315 487 984
439 8 69
3 413 962
777 485 954
776 719 330
626 772 940
533 160 755
497 110 139
44 194 459
113 361 544
283 373 230
160 12 194
779 237 435
569 457 827
632 699 829
250 466 29
243 319 476
688 779 738
429 502 96
215 366 239
58 433 947
653 577 946
221 98 115
611 88 532
234 411 671
98 675 928
510 365 79
387 381 188
755 231 794
455 758 753
347 317 857
610 723 247
40 459 935
492 633 107
480 534 455
550 200 571
687 675 378
303 702 809
5 640 922
351 486 753
657 296 368
531 15 378
729 685 862
449 342 879
206 186 241
224 303 305
116 633 250
221 45 627
687 169 998
757 575 385
57 368 104
476 234 914
316 3 108
220 759 374
728 30 783
145 378 656
239 319 902
700 621 817
392 308 325
619 156 13
308 401 571
143 212 40
380 59 209
647 250 491
647 200 101
634 245 377
310 766 815
222 252 996
531 27 267
446 280 932
315 120 455
425 435 386
32 503 183
652 651 894
65 142 803
159 73 450
370 700 942
735 586 121
258 562 970
116 562 720
355 515 292
698 381 30
235 632 806
198 507 885
270 203 952
757 711 341
83 96 37
181 350 501
768 243 708
0 602 608
790 528 163
581 596 443
646 528 538
188 545 935
191 253 399
34 560 449
721 708 443
153 642 199
359 484 454
478 787 504
700 265 312
76 97 60
571 4 755
790 489 50
700 681 637
618 700 306
705 139 861
21 360 424
712 785 936
391 158 434
688 130 480
230 214 425
744 251 416
411 560 386
195 688 860
777 18 699
395 637 547
281 376 342
263 646 322
226 414 197
504 156 403
128 92 613
13 473 512
753 446 144
456 566 620
136 69 312
199 226 879
275 288 760
592 671 848
244 162 759
426 77 68
514 60 405
173 562 343
547 793 266
408 533 860
790 678 331
162 616 188
696 527 519
175 347 524
648 368 830
269 377 508
363 316 288
55 221 168
232 315 630
61 779 674
519 208 323
568 401 270
294 209 827
310 609 324
460 227 534
142 657 326
550 43 195
566 311 145
68 601 242
113 448 846
331 747 860
698 550 864
201 675 360
655 65 988
230 212 567
354 300 672
203 490 893
530 22 646
288 0 387
614 540 181
543 502 220
721 111 108
433 4 532
222 411 249
16 513 522
766 608 624
335 571 330
763 543 354
465 342 711
4 119 940
212 116 656
261 414 935
593 132 225
585 111 960
796 507 392
113 394 240
735 701 428
104 107 233
28 226 706
40 755 703
114 546 395
548 276 664
462 387 421
109 573 104
194 439 141
212 752 919
62 135 852
88 549 86
194 701 319
384 563 968
408 71 362
541 450 415
398 726 366
409 352 943
427 283 890
160 483 336
227 251 808
627 772 764
345 796 605
767 513 339
379 171 423
278 135 882
465 525 411
114 45 721
620 274 947
528 646 979
24 446 243
72 220 433
561 650 57
512 257 889
514 552 694
36 191 19
66 736 292
423 221 129
709 660 288
548 629 872
210 98 207
730 307 455
415 732 606
666 438 891
539 4 326
151 131 850
186 192 877
467 648 337
663 688 982
526 489 549
739 206 216
711 500 693
628 333 459
565 497 197
499 576 698
473 57 273
290 536 433
246 440 243
563 149 591
583 743 618
358 61 928
45 560 281
312 16 480
667 323 263
502 558 558
404 482 224
604 274 962
623 112 239
52 318 250
84 615 120
120 393 452
129 755 478
619 88 162
710 90 836
431 238 24
122 795 491
544 601 610
443 576 516
13 718 528
611 545 982
64 264 983
799 51 994
542 179 464
533 379 907
511 381 503
13 607 802
772 234 364
640 743 26
116 275 234
144 661 890
629 658 543
68 621 144
84 201 580
63 235 22
678 192 303
59 11 867
208 791 606
114 571 566
560 705 344
669 526 161
535 640 724
45 329 976
66 119 388
438 635 263
756 361 739
5 672 748
457 267 220
96 776 954
201 397 129
178 132 612
399 245 839
393 588 833
204 724 236
477 187 466
371 450 769
666 262 822
786 264 392
123 77 764
489 772 369
519 709 446
642 275 312
597 787 214
57 535 416
235 745 723
564 562 560
27 683 405
568 334 652
508 100 918
259 437 448
567 165 439
769 97 411
561 440 766
498 489 278
487 173 302
268 369 797
566 244 963
355 329 127
673 521 597
442 480 166
507 363 726
22 241 608
50 666 218
732 131 275
208 611 316
160 12 28
355 617 570
207 436 983
356 218 70
540 175 574
270 495 32
519 153 883
490 407 924
4 333 420
465 48 733
155 7 550
80 246 819
121 197 713
418 73 435
69 309 600
645 726 138
711 395 529
358 146 836
269 72 185
495 547 523
655 27 853
693 20 811
601 774 52
387 579 987
282 602 272
764 389 935
727 155 787
47 615 1
462 351 479
506 212 410
550 318 39
386 734 504
753 125 212
57 761 784
581 412 502
497 416 511
784 541 121
682 694 625
284 145 262
103 751 341
782 3 604
67 730 832
506 384 802
79 611 588
272 269 920
771 423 548
336 179 130
164 508 743
773 99 281
463 728 643
551 485 84
250 58 924
449 648 561
115 766 1
169 292 166
482 738 685
177 512 417
616 145 139
605 98 891
318 558 44
626 147 285
637 461 970
458 12 846
184 130 547
654 652 259
526 754 189
384 32 152
429 359 880
160 778 483
425 380 672
271 263 844
590 120 758
712 142 279
339 449 538
519 781 935
780 630 4
684 27 510
225 306 606
614 92 936
629 310 537
785 488 531
578 127 859
659 282 821
433 448 832
645 433 545
36 373 678
23 477 879
247 574 708
325 732 599
223 224 205
334 566 505
739 377 445
613 82 635
701 557 268
264 70 572
610 590 882
475 0 838
498 301 809
661 147 820
121 120 599
588 442 717
383 540 665
305 647 443
589 255 339
38 295 934
705 258 770
117 78 460
598 741 900
513 527 226
119 254 826
150 772 499
226 242 847
369 586 736
407 561 461
495 667 782
305 741 223
780 508 88
278 274 589
44 199 800
409 141 311
25 418 253
576 663 30
135 105 642
658 140 55
340 124 250
42 479 670
718 38 916
403 764 598
354 455 401
474 142 810
473 80 464
13 89 707
156 412 984
436 264 551
151 50 941
635 784 69
136 417 640
384 17 64
429 202 558
433 443 721
437 202 253
726 791 48
757 442 257
3 373 374
345 41 137
660 453 627
453 179 686
687 44 183
593 646 319
59 529 13
493 738 731
425 563 78
442 699 941
337 483 505
544 707 989
479 421 137
519 477 669
177 497 337
174 375 329
104 789 662
102 244 678
672 422 586
427 543 854
754 668 56
595 743 980
359 724 160
572 9 589
644 718 885
353 57 683
216 173 363
7 196 116
784 328 616
39 5 782
611 34 216
148 680 117
334 402 234
183 133 339
440 337 378
704 203 4
377 314 269
799 735 463
296 263 438
429 294 621
755 281 855
166 530 556
627 542 259
216 357 733
665 35 81
630 304 865
67 453 157
495 762 778
385 786 345
361 537 185
497 265 94
466 665 37
650 687 78
225 473 440
392 602 978
31 284 948
777 325 404
718 173 56
771 759 235
511 221 343
621 721 900
104 539 573
407 600 729
15 593 831
441 289 257
320 679 443
392 70 219
259 497 208
683 187 988
432 436 10
508 449 391
352 624 805
53 738 126
571 424 502
255 46 749
398 414 661
646 530 912
301 349 134
582 686 25
614 566 508
12 219 606
421 374 505
498 496 130
227 137 441
720 159 637
73 207 458
345 609 657
85 228 430
545 367 783
774 699 853
712 95 184
312 584 918
395 503 238
298 718 644
716 621 619
455 758 915
87 367 935
453 307 629
243 509 175
409 640 443
613 30 774
659 216 177
343 62 532
256 175 684
759 187 896
686 51 436
7 40 451
619 364 59
588 706 419
33 247 55
568 442 433
303 519 639
544 713 410
609 120 1
779 20 20
560 271 592
719 700 806
311 614 889
427 469 258
666 169 368
360 606 586
106 659 306
103 430 380
249 175 131
5 46 381
535 742 287
640 200 971
160 640 522
488 627 882
618 360 900
269 778 999
235 756 631
489 719 36
466 499 904
733 623 584
54 544 256
384 558 775
703 63 403
214 305 63
324 361 45
488 199 86
137 56 643
283 691 555
169 178 769
207 467 585
30 84 990
360 631 951
458 232 210
623 568 713
371 27 428
686 177 8
110 520 372
317 618 34
650 468 655
781 724 674
514 639 157
71 536 585
375 294 168
742 776 249
105 16 229
154 759 582
403 583 334
745 274 333
584 288 983
535 343 223
724 752 236
315 368 909
343 758 626
325 553 840
53 623 33
268 410 458
657 113 715
158 326 972
716 254 192
28 660 909
155 519 178
360 788 245
333 437 979
256 486 697
676 523 581
637 354 774
625 191 407
155 778 475
655 353 684
731 59 623
533 748 127
337 179 2
655 798 271
382 507 566
647 469 345
655 567 643
195 150 303
171 41 126
556 656 632
693 288 342
672 369 888
466 16 366
167 96 934
736 210 530
423 88 834
544 320 555
547 560 174
599 613 293
68 309 497
398 572 408
501 338 553
259 431 135
780 488 766
556 544 783
176 98 672
36 289 393
374 40 29
726 399 273
189 11 135
677 340 768
474 18 748
621 756 114
195 409 456
28 257 708
438 403 638
314 232 414
733 260 179
275 174 68
499 783 936
498 124 693
276 279 123
19 793 52
114 432 812
690 723 358
750 683 466
274 183 155
171 199 576
96 568 786
162 642 999
119 640 822
731 89 598
568 341 311
588 246 541
726 232 816
87 786 678
592 553 662
596 0 707
638 353 895
744 391 469
505 87 47
358 710 669
64 738 604
181 586 188
677 39 605
652 96 144
148 567 827
229 254 561
528 668 548
326 667 905
0 362 219
134 688 802
277 685 277
542 367 107
220 762 726
693 303 255
757 472 81
229 407 144
654 104 253
108 325 371
148 60 65
606 282 776
240 467 612
766 558 452
569 364 338
65 208 166
122 197 996
146 282 149
390 740 295
272 56 797
10 341 68
19 340 439
190 277 386
784 75 330
774 120 584
322 785 251
769 525 410
597 783 674
282 342 140
258 537 832
91 771 494
770 394 226
593 439 576
714 467 393
41 447 389
350 378 939
735 444 124
8 410 838
144 640 11
61 144 201
89 693 382
570 576 2
518 340 934
686 692 103
310 287 145
578 349 936
432 351 676
488 634 835
605 765 538
625 251 893
195 317 144
331 37 732
37 13 134
320 675 71
252 428 481
754 372 203
396 679 474
642 565 710
469 390 541
553 376 971
614 479 405
722 639 600
398 607 296
176 12 973
198 713 891
778 131 708
399 798 618
799 477 320
574 19 935
421 545 258
318 177 416
241 75 649
586 522 989
499 548 786
569 260 462
392 565 299
84 588 180
101 387 804
344 264 979
702 19 23
438 374 389
771 259 115
66 733 644
73 33 127
142 781 344
613 248 461
124 265 381
765 501 316
543 754 170
511 247 346
631 523 201
534 46 491
201 463 390
249 84 359
87 683 72
404 629 750
424 584 165
313 630 37
515 740 627
115 489 409
192 69 685
217 325 756
47 678 613
348 395 733
92 545 515
496 429 460
707 13 925
118 111 766
468 175 713
478 194 731
275 695 224
642 588 81
688 476 808
501 354 884
135 5 239
758 629 410
590 393 1
601 17 165
93 256 102
239 142 257
692 672 692
153 677 171
319 536 47
160 322 478
300 368 421
617 477 881
486 503 332
638 487 249
241 613 153
66 461 841
784 310 41
704 674 628
776 329 463
200 560 570
663 749 210
283 519 525
81 748 957
236 670 900
658 347 596
258 329 391
373 524 630
14 790 932
117 120 275
47 211 670
518 37 724
512 794 989
508 373 442
203 535 234
330 88 807
501 143 367
775 639 933
365 182 938
250 416 505
91 581 715
663 505 508
350 599 286
440 312 165
691 443 841
463 496 745
280 458 901
44 269 435
294 63 621
98 381 970
260 513 908
581 124 237
139 404 486
251 603 424
345 10 161
43 444 358
682 586 298
187 24 722
579 557 776
686 62 675
532 46 685
545 732 525
133 231 421
114 557 653
495 132 134
421 19 369
177 686 999
722 317 225
546 368 819
681 617 214
201 789 95
336 477 255
432 119 261
550 148 566
230 775 462
671 236 217
398 259 646
631 347 438
511 645 868
71 673 448
559 672 58
766 152 998
368 346 917
300 326 920
566 257 950
275 752 878
212 200 35
421 343 980
712 468 131
266 383 925
774 482 843
349 380 85
187 451 235
9 741 470
59 486 746
389 82 933
361 125 676
479 798 61
504 600 592
494 379 40
31 447 788
89 725 695
289 286 309
357 798 242
28 783 697
436 283 240
300 520 7
228 288 173
604 130 730
592 357 33
89 759 229
339 462 943
477 309 493
448 645 13
619 138 979
34 383 88
641 545 26
274 98 197
789 243 806
199 43 696
669 654 5
589 366 529
50 22 383
195 369 393
203 162 937
392 440 929
565 715 176
683 285 336
782 333 240
85 521 317
720 730 218
56 510 291
549 769 387
157 328 808
174 677 623
197 650 460
276 81 908
212 22 926
13 26 75
639 60 654
1 70 225
54 774 756
415 792 367
704 596 296
695 145 398
755 667 395
50 476 341
349 204 117
757 713 663
779 254 501
372 185 10
71 513 539
633 155 698
361 366 707
163 218 921
650 735 936
637 447 588
745 526 681
486 448 314
101 412 133
738 436 561
534 274 654
15 427 980
127 283 431
41 768 720
157 766 980
6 400 591
517 627 143
679 595 489
348 604 204
299 585 989
280 620 483
745 204 196
264 232 631
459 226 239
765 21 369
310 205 684
434 202 549
114 695 613
471 190 565
12 39 883
239 168 551
286 355 837
441 243 262
397 620 933
581 306 823
99 335 562
247 30 129
616 786 235
361 177 672
415 258 175
94 713 377
539 571 959
238 681 78
246 668 640
567 196 815
521 786 334
51 463 125
585 358 204
111 707 6
187 347 149
456 550 373
618 171 227
278 433 604
382 367 246
296 165 940
477 93 338
309 149 200
348 109 73
66 503 161
256 186 223
662 267 424
494 282 922
797 187 430
265 6 458
313 368 970
661 580 26
447 50 153
303 358 122
48 501 405
562 612 89
787 291 997
718 38 805
123 691 535
375 669 632
351 138 973
258 338 132
546 393 844
151 585 313
383 241 557
245 763 198
314 177 166
372 233 612
346 231 716
121 367 199
147 325 479
498 317 551
79 773 765
799 436 408
170 792 107
84 596 910
97 315 813
287 220 977
489 392 310
417 445 427
571 67 248
317 566 376
657 494 554
302 781 50
539 570 76
445 123 694
514 135 282
488 799 68
798 584 343
11 199 162
125 445 336
484 725 788
85 304 962
382 178 395
657 727 393
332 411 108
792 255 359
522 375 783
70 742 311
325 713 554
429 192 726
129 172 764
149 231 659
723 423 588
263 472 553
92 472 243
60 174 836
165 471 655
240 752 289
414 327 410
51 322 815
156 769 949
495 542 521
272 404 819
186 74 554
585 728 299
358 789 284
707 320 592
430 413 26
604 221 549
370 244 305
343 22 464
432 256 766
702 611 272
316 231 965
407 634 43
360 729 597
160 48 109
796 360 921
243 334 979
180 677 795
359 235 942
0 452 788
302 82 7
242 200 426
788 279 416
504 795 931
690 217 185
172 406 89
597 515 763
49 206 462
235 266 516
246 538 488
560 71 605
226 586 473
780 79 79
64 527 828
436 94 633
581 28 918
647 199 266
236 518 904
521 36 110
521 69 91
249 424 251
21 57 68
709 222 947
174 610 860
685 752 38
640 452 594
689 375 446
698 100 936
173 247 288
450 318 605
279 334 592
293 797 915
406 798 874
501 3 11
246 637 193
0 574 969
245 728 54
169 89 576
335 64 435
528 545 458
125 449 337
641 27 556
301 304 413
520 778 152
720 419 529
234 67 558
391 94 515
459 372 44
650 284 505
628 444 674
117 624 749
434 218 463
639 298 277
216 596 902
556 417 268
652 604 13
746 729 131
220 549 139
65 528 479
9 556 673
82 85 297
98 463 803
169 671 873
394 783 946
24 610 563
361 247 180
423 286 764
72 694 81
328 649 41
729 672 586
460 242 948
729 472 326
229 232 303
231 706 80
55 527 712
659 594 573
760 112 55
240 574 811
144 349 520
82 669 130
547 579 436
314 207 37
404 225 660
16 409 36
434 741 288
374 547 174
491 649 214
139 253 82
65 140 920
715 220 159
365 630 585
324 141 842
418 338 455
274 340 679
285 49 189
373 122 652
23 2 13
228 293 477
720 702 561
135 621 946
731 248 761
621 797 652
282 235 562
8 606 576
610 262 426
66 611 90
658 77 726
234 17 985
254 392 425
261 440 381
486 134 438
675 33 596
105 95 502
500 453 15
211 628 914
332 763 786
48 133 879
416 204 694
184 296 911
689 227 412
254 307 813
716 147 852
242 780 352
331 85 177
186 30 811
539 176 247
747 119 905
409 754 398
95 314 83
563 342 806
395 793 373
83 519 290
543 796 326
439 207 558
89 120 146
652 607 291
544 651 969
323 238 52
750 69 153
665 344 253
671 797 629
568 166 52
189 109 681
666 77 543
510 502 591
250 482 750
328 644 4
241 69 823
299 713 247
610 750 465
469 368 694
447 653 797
785 343 21
480 266 21
589 115 510
542 556 881
586 207 114
4 535 724
238 174 663
91 525 621
160 259 153
608 493 81
129 417 709
270 658 648
151 494 252
225 502 806
527 341 678
131 574 535
295 584 916
734 794 621
527 796 264
143 797 314
479 498 988
739 544 467
86 102 705
533 201 503
313 507 351
169 525 995
66 785 447
63 193 424
526 80 816
514 656 128
116 62 438
554 157 55
220 602 743
635 494 902
45 567 267
250 452 654
56 674 823
509 215 987
695 686 167
761 243 861
320 358 815
91 412 496
628 92 166
478 588 944
173 362 334
497 134 910
498 715 77
204 768 555
118 0 630
101 505 793
331 652 21
511 331 727
275 289 824
688 345 515
721 57 350
203 529 498
342 127 467
623 467 675
477 414 788
4 140 291
307 3 998
127 584 278
481 631 137
231 150 291
196 433 546
38 761 304
410 86 887
729 297 748
201 280 611
10 226 753
476 1 585
751 782 404
223 336 883
726 489 113
174 278 681
605 397 659
279 774 832
64 719 344
15 22 194
136 92 254
337 356 141
695 636 878
380 221 681
610 445 84
269 798 74
555 716 117
674 345 138
628 678 677
746 665 642
756 382 254
377 85 126
581 116 471
597 339 65
388 48 513
345 68 441
737 274 358
57 598 716
482 168 305
741 464 913
453 79 733
99 250 174
47 220 443
153 589 539
489 386 556
450 15 562
91 140 809
59 167 526
247 782 307
520 507 41
460 538 554
503 409 262
261 466 191
306 463 162
549 790 53
704 31 35
319 661 759
577 437 812
445 307 40
338 480 173
19 610 110
56 711 231
575 449 133
569 125 94
679 667 984
655 92 909
709 290 837
743 780 895
183 135 766
600 193 66
202 445 674
579 33 52
456 185 768
676 162 481
373 169 827
708 713 652
628 82 833
32 139 905
244 155 732
164 464 336
199 459 597
280 353 948
581 475 905
711 142 219
338 714 890
375 143 867
269 778 334
509 558 950
312 535 332
125 668 542
468 574 873
753 529 457
224 277 877
455 212 760
705 3 811
359 344 29
73 788 769
603 354 435
629 483 439
500 356 123
166 222 246
714 509 438
691 565 598
327 779 301
616 122 677
313 224 927
154 272 921
337 602 370
518 532 588
264 262 449
234 443 874
55 157 906
66 508 989
281 566 96
345 271 823
576 513 553
673 44 810
706 601 331
631 348 553
261 607 326
633 561 181
788 162 63
319 751 445
486 419 266
519 134 766
753 694 355
684 583 908
192 107 436
422 337 383
748 563 995
694 288 77
456 285 133
595 85 236
424 145 49
49 524 527
599 720 426
412 159 685
118 573 879
326 254 667
755 778 26
298 79 97
129 594 73
180 716 806
325 423 980
496 396 133
361 527 461
126 205 702
710 132 903
714 352 919
4 265 613
429 138 51
118 451 712
747 295 683
640 477 343
44 466 411
612 267 865
787 750 771
453 647 448
503 261 498
245 298 711
320 556 178
729 78 427
584 50 276
546 194 618
595 132 822
92 90 415
397 202 533
662 196 817
235 142 431
6 674 462
226 725 370
275 192 545
648 148 573
740 338 618
697 360 729
86 373 527
156 192 934
685 481 927
514 312 379
347 319 407
324 52 154
764 20 177
578 567 476
353 233 693
176 573 448
304 633 81
288 165 475
481 592 671
597 196 687
545 693 607
467 30 176
796 580 502
693 715 979
245 218 204
329 58 194
309 338 314
125 371 564
182 297 587
368 382 750
117 545 854
670 294 350
19 673 78
309 766 778
325 175 806
249 411 798
213 540 247
692 335 608
197 287 407
92 642 498
603 226 291
330 617 299
629 125 902
246 753 574
150 566 230
743 171 408
459 261 65
607 692 44
260 217 424
749 291 794
99 351 539
768 119 792
644 548 606
770 349 910
745 592 467
257 535 201
582 492 763
0 368 945
165 730 159
70 731 844
171 692 306
153 743 169
629 190 575
691 203 194
158 508 222
134 345 501
542 209 684
449 787 958
182 37 183
465 473 431
110 109 684
389 797 888
281 624 995
552 103 254
150 450 215
608 8 741
711 682 843
540 289 308
516 118 815
663 675 205
446 710 519
472 65 386
470 240 950
648 146 518
377 660 662
572 516 952
523 559 148
741 481 162
279 387 245
703 64 867
493 341 529
366 543 645
311 93 706
194 650 239
105 731 480
230 718 50
514 661 505
650 182 417
7 564 906
593 152 809
468 3 308
539 368 583
250 113 298
189 208 374
59 16 659
624 337 511
279 417 826
210 323 399
527 486 92
267 596 519
127 751 376
474 45 205
13 383 949
195 645 769
160 631 531
34 254 174
511 369 72
253 439 885
796 97 346
404 707 459
345 273 551
38 241 720
68 564 243
583 620 439
112 85 589
295 608 891
70 724 328
205 166 281
465 93 386
62 583 335
590 730 545
324 303 789
345 8 424
233 267 262
351 482 658
317 213 535
133 726 880
494 275 873
755 280 603
80 237 767
229 181 26
246 136 315
132 461 802
364 361 853
269 572 542
217 289 174
448 516 110
358 436 3
230 544 481
287 521 364
76 575 981
658 292 355
391 174 48
501 505 882
355 356 515
256 385 899
449 732 432
355 413 1
444 21 404
507 514 673
250 449 260
371 766 645
577 336 198
119 284 647
201 515 755
473 646 249
124 3 629
390 632 910
317 83 848
600 418 630
317 52 772
588 86 205
784 528 431
212 204 529
735 323 366
176 637 837
443 309 177
293 468 230
379 91 11
63 267 784
290 12 813
236 428 685
600 580 240
355 706 333
349 772 398
403 338 123
66 757 545
223 542 116
776 445 425
87 376 160
601 548 270
490 85 543
340 680 64
108 267 487
690 93 399
526 509 715
507 418 323
21 63 77
290 687 345
251 246 472
373 56 387
361 641 898
121 323 571
418 701 985
472 79 926
39 696 565
139 727 821
768 59 58
47 674 397
216 561 481
99 110 588
50 36 881
191 53 497
117 428 971
76 124 555
82 175 50
476 272 335
711 642 657
267 297 64
171 530 905
311 194 6
468 46 667
452 703 155
294 413 224
723 552 525
397 501 35
308 538 817
181 658 303
758 70 443
37 130 331
356 40 491
93 85 832
387 284 37
436 389 37
105 369 227
169 103 629
1 733 999
782 231 992
684 215 508
390 734 414
277 531 902
286 338 406
376 594 943
720 4 676
799 34 209
363 347 527
84 577 915
524 323 193
642 708 706
367 402 619
232 554 907
369 292 856
600 267 38
166 407 63
53 63 229
550 611 424
326 501 4
568 595 484
264 395 709
55 626 601
405 510 214
679 239 106
783 444 73
733 680 739
441 623 720
214 259 814
46 467 333
216 710 761
18 392 462
441 796 30
170 82 842
13 553 830
429 53 957
51 526 423
327 138 460
703 149 217
340 730 271
733 721 61
329 440 970
178 304 477
740 713 461
107 232 381
187 460 600
277 765 140
140 113 19
424 7 282
40 27 651
734 289 436
752 741 75
775 253 910
686 90 707
485 206 63
556 405 91
795 108 455
732 382 895
566 286 335
301 786 385
148 223 337
93 500 171
185 371 746
168 224 978
184 388 418
214 402 980
104 550 670
72 776 913
429 118 356
222 173 422
211 535 614
452 385 346
736 216 388
581 218 357
666 501 372
485 529 458
602 59 670
797 392 824
226 728 998
468 532 198
653 192 444
320 467 490
165 127 985
91 131 945
212 141 80
502 141 435
191 3 59
539 715 708
333 183 480
35 149 886
529 167 943
577 205 823
601 299 771
259 768 49
237 486 647
14 199 726
652 132 552
308 741 288
272 717 327
395 155 433
14 386 297
163 587 885
155 258 32
213 731 751
362 121 803
437 498 397
201 560 157
753 689 544
463 256 19
168 636 365
192 75 117
305 349 67
488 43 114
674 615 3
125 280 928
556 562 125
76 314 384
550 609 291
245 510 596
742 499 496
593 5 315
49 125 355
724 717 830
190 711 87
152 526 94
226 88 330
323 671 895
275 288 866
799 636 539
711 213 373
22 682 844
767 60 839
547 610 708
369 550 419
339 652 320
519 368 448
127 49 715
285 611 971
582 288 754
488 689 705
97 518 968
26 222 934
21 500 485
798 334 322
180 559 483
23 146 126
495 668 44
192 225 767
423 647 452
727 322 6
137 192 225
12 761 357
396 273 597
145 696 633
745 30 242
31 603 788
214 139 533
355 729 887
152 458 817
579 52 729
462 243 229
515 298 739
744 552 865
204 761 750
731 234 71
625 644 966
490 128 983
577 508 756
716 95 367
316 641 772
575 259 869
716 769 141
704 48 906
516 481 431
473 457 895
12 641 615
216 287 473
618 234 512
193 681 969
351 249 620
560 775 654
244 283 122
185 307 638
453 310 786
367 335 159
414 568 118
473 596 619
131 653 949
343 773 117
574 613 955
371 65 54
335 614 851
168 156 216
283 376 35
82 670 836
140 141 132
700 188 663
194 443 164
364 17 604
625 257 378
285 184 211
548 486 846
157 665 385
490 741 350
721 488 882
209 56 607
426 485 997
673 53 190
709 714 280
662 619 7
240 424 345
256 733 736
396 254 40
765 620 583
155 682 500
316 16 260
672 772 761
592 32 130
324 311 475
490 192 823
762 794 376
608 209 944
514 41 772
226 755 233
686 523 13
156 164 411
714 34 568
795 530 124
0 208 837
349 550 534
300 139 391
717 681 182
671 473 3
290 716 845
416 55 221
299 16 613
145 576 555
76 364 904
256 545 32
582 398 610
563 89 367
453 245 736
772 102 912
669 783 498
362 672 695
159 297 367
16 734 684
13 103 919
434 82 55
339 614 395
323 577 329
526 561 218
460 611 543
39 390 451
245 490 429
578 38 208
506 199 329
72 770 65
748 416 932
112 525 61
183 214 137
202 425 454
197 216 182
376 14 660
775 544 30
280 531 960
472 339 431
2 478 791
603 492 288
73 785 1
212 640 749
302 743 142
6 410 346
31 553 425
270 683 417
250 292 640
146 305 852
120 387 258
51 528 903
699 572 228
429 690 19
156 374 588
748 416 117
679 31 356
716 569 58
387 718 943
6 113 223
32 12 358
10 409 729
499 703 934
260 600 73
6 18 878
209 486 930
563 522 43
61 797 673
239 501 665
131 741 248
218 121 887
460 661 911
172 615 153
489 607 63
171 102 70
122 319 500
491 363 48
535 31 604
568 549 405
644 442 807
90 623 645
157 454 590
364 18 314
98 208 612
2 605 360
81 460 201
544 739 980
465 548 208
608 49 805
526 181 997
407 302 871
724 652 23
468 251 526
313 373 706
534 738 447
87 564 977
600 696 728
440 262 508
348 520 608
645 137 666
651 94 165
442 100 980
410 611 870
641 699 427
6 549 639
510 637 344
474 105 388
234 59 709
703 466 102
165 684 396
442 429 61
336 111 920
324 197 764
333 650 395
626 80 83
436 616 624
568 8 429
299 738 365
559 227 422
713 3 888
323 548 847
616 450 214
279 295 818
43 500 821
790 786 681
500 723 271
432 291 38
163 534 358
4 253 550
703 797 416
222 308 728
598 114 825
579 598 521
189 316 333
506 590 831
209 772 503
23 129 628
130 556 287
528 642 223
651 513 141
560 208 745
452 610 647
370 670 188
669 735 133
698 669 728
60 687 675
142 352 991
280 751 837
613 717 917
798 605 355
6 107 477
354 224 14
364 62 385
548 387 933
133 764 865
411 27 850
580 187 539
294 129 457
704 531 156
702 573 208
186 202 628
196 299 779
571 128 188
317 516 199
457 126 33
731 645 136
490 121 793
